"Arv";"Latitude";"Longitude";"Rua";"Nº da casa";"Bairro";"Espécie";"Copa raio (m)";"Altura (m)";"Distância entre árvores (m)"
209;578561,6509530;9116564,2623800;"Jose pereira de souza";"250";"Nossa Senhora da Conceição";"Craibeira";0,98;2,20;9,8
210;578566,8369530;9116562,2539700;"Jose pereira de souza";"250";"Nossa Senhora da Conceição";"Nim indiano";2,77;3,80;4,9
211;578571,6055510;9116559,8347600;"Jose pereira de souza";"250";"Nossa Senhora da Conceição";"Nim indiano";2,58;3,80;4,9
212;578576,2103540;9116557,7473700;"Jose pereira de souza";"250";"Nossa Senhora da Conceição";"Nim indiano";2,07;3,11;5,6
213;578581,2697530;9116555,3755700;"Jose pereira de souza";"250";"Nossa Senhora da Conceição";"Flamboyan";4,92;5,19;6,3
214;578748,5095170;9116489,8074900;"Jose pereira de souza";"58";"Nossa Senhora da Conceição";"Ficus Benjamin";1,21;3,46;184,1
215;578782,6558130;9116478,7283600;"Jose pereira de souza";"74";"Nossa Senhora da Conceição";"Ficus Benjamin";0,71;2,94;34,3
216;578788,2384190;9116476,7601500;"Jose pereira de souza";"74";"Nossa Senhora da Conceição";"Ficus Benjamin";0,73;2,20;4,2
217;578903,8325840;9116406,5381700;"Pedro Aragão";"56";"AABB";"Ficus Benjamin";1,22;3,80;65,8
218;578915,1896010;9116401,5747600;"Pedro Aragão";"70";"AABB";"Ficus Benjamin";0,36;2,10;6,3
220;578988,5176450;9116384,7259500;"Pedro Aragão";"115";"AABB";"Mamπo";1,24;2,42;7,0
221;578979,7988430;9116386,9431400;"Pedro Aragão";"105";"AABB";"Nim indiano";0,88;3,11;13,3
222;578888,1198130;9116420,0313600;"Pedro Aragão";"35";"AABB";"Ficus Benjamin";2,00;5,19;91,7
223;578876,7098060;9116424,1471700;"Pedro Aragão";"s/n";"AABB";"Ficus Benjamin";1,98;4,84;6,3
224;578865,1355790;9116428,3303800;"Pedro Aragão";"27";"AABB";"Ficus Benjamin";2,08;4,32;4,9
225;578860,7465770;9116429,9977800;"Pedro Aragão";"27";"AABB";"Ficus Benjamin";2,33;3,97;7,7
226;578258,2951810;9116956,4290900;"Antonio de Melo Lima";727;"Nossa Senhora da Conceição";"Acácia-mimosa";1,55;2,90;0,0
227;578262,6734490;9116961,2287700;"Antonio de Melo Lima";731;"Nossa Senhora da Conceição";"Nim indiano";1,60;2,30;4,7
228;578282,5750590;9117005,6493500;"Antonio de Melo Lima";775;"Nossa Senhora da Conceição";"Nim indiano";3,15;4,80;68,6
229;578346,3237480;9117088,2730200;"Antonio de Melo Lima";861;"Nossa Senhora da Conceição";"Nim indiano";1,50;3,20;111,5
230;578347,6637480;9117090,5707800;"Antonio de Melo Lima";861;"Nossa Senhora da Conceição";"Ficus benjamim";2,50;3,20;3,9
231;578349,0818460;9117092,4545200;"Antonio de Melo Lima";861;"Nossa Senhora da Conceição";"Ficus benjamim";2,05;3,50;3,9
232;578476,9596740;9117250,6421500;"Antonio de Melo Lima";1062;"Nossa Senhora da Conceição";"Nim indiano";1,60;4,20;18,7
233;578451,2261380;9117215,8104500;"Antonio de Melo Lima";1020;"Nossa Senhora da Conceição";"Acácia";1,90;4,20;49,9
234;578449,5530830;9117213,6056100;"Antonio de Melo Lima";1020;"Nossa Senhora da Conceição";"Acácia";1,60;2,40;3,9
235;578439,9709410;9117200,9444500;"Antonio de Melo Lima";1004;"Nossa Senhora da Conceição";"Ficus benjamim";1,50;3,00;20,3
236;578434,7535040;9117194,6010800;"Antonio de Melo Lima";992;"Nossa Senhora da Conceição";"Ficus benjamim";0,25;2,00;12,5
237;578431,6297720;9117190,0655200;"Antonio de Melo Lima";988;"Nossa Senhora da Conceição";"Ficus benjamim";0,90;2,80;4,7
238;578429,4530670;9117187,2237800;"Antonio de Melo Lima";988;"Nossa Senhora da Conceição";"Ficus benjamim";1,80;3,80;4,7
239;578422,5129410;9117177,6259500;"Antonio de Melo Lima";974;"Nossa Senhora da Conceição";"Ficus benjamim";1,65;3,00;9,4
240;578417,2713630;9117171,4778500;"Antonio de Melo Lima";968;"Nossa Senhora da Conceição";"Ficus benjamim";3,25;6,00;13,3
241;578381,0233510;9117123,3655300;"Antonio de Melo Lima";914;"Nossa Senhora da Conceição";"Ficus benjamim";2,00;5,00;63,2
242;578376,1313510;9117116,5478300;"Antonio de Melo Lima";906;"Nossa Senhora da Conceição";"Nim indiano";1,40;2,50;11,7
243;578313,5674690;9117030,2217500;"Antonio de Melo Lima";803;"Nossa Senhora da Conceição";"Ficus benjamim";3,75;5,80;106,9
244;578311,5421420;9117028,2461500;"Antonio de Melo Lima";799;"Nossa Senhora da Conceição";"Ficus benjamim";2,10;3,20;3,1
245;578309,4456060;9117025,5480100;"Antonio de Melo Lima";799;"Nossa Senhora da Conceição";"Ficus benjamim";1,83;3,71;4,7
246;578306,6575790;9117022,6928200;"Antonio de Melo Lima";795;"Nossa Senhora da Conceição";"Nim indiano";2,50;4,50;6,2
247;578304,4472120;9117020,4982800;"Antonio de Melo Lima";791;"Nossa Senhora da Conceição";"Nim indiano";2,00;3,10;6,2
248;578321,1519530;9117091,5678100;"Antonio Inacio de Medeiros";324;"IPSEP";"Ficus benjamim";1,50;3,50;0,8
249;578322,4547150;9117095,0291100;"Antonio Inacio de Medeiros";324;"IPSEP";"Ficus benjamim";3,00;4,00;1,6
250;578323,9772230;9117098,9893800;"Antonio Inacio de Medeiros";324;"IPSEP";"Ficus benjamim";2,55;5,00;0,0
251;578331,9559950;9117119,4354000;"Antonio Inacio de Medeiros";328;"IPSEP";"Nim indiano";1,08;5,00;0,0
252;578332,7518710;9117121,5220600;"Antonio Inacio de Medeiros";336;"IPSEP";"Acácia";2,65;4,80;9,4
253;578334,4278710;9117127,4684200;"Antonio Inacio de Medeiros";336;"IPSEP";"Acácia";2,00;3,00;3,9
254;578335,7788240;9117131,8173900;"Antonio Inacio de Medeiros";340;"IPSEP";"Acácia";1,65;3,80;8,6
255;578339,3059530;9117143,2280500;"Antonio Inacio de Medeiros";352;"IPSEP";"Ficus benjamim";1,83;3,71;9,4
256;578340,2617460;9117145,5983400;"Antonio Inacio de Medeiros";352;"IPSEP";"Goiaba";1,83;3,71;3,9
257;578340,9037460;9117147,9318300;"Antonio Inacio de Medeiros";354;"IPSEP";"Goiaba";1,83;3,71;2,3
258;578341,8700470;9117150,2180800;"Antonio Inacio de Medeiros";354;"IPSEP";"Acácia";1,83;3,71;3,9
259;578343,2267620;9117152,8890200;"Antonio Inacio de Medeiros";360;"IPSEP";"Acácia";1,83;3,71;5,5
260;578376,5783830;9117205,4814500;"Antonio Inacio de Medeiros";422;"IPSEP";"Ficus benjamim";0,75;3,00;67,9
261;578378,4676990;9117207,7740200;"Antonio Inacio de Medeiros";422;"IPSEP";"Ficus benjamim";1,60;3,80;2,3
262;578385,4984920;9117217,3777300;"Antonio Inacio de Medeiros";434;"IPSEP";"Ficus benjamim";1,75;5,00;13,3
263;578430,7953270;9117275,7640800;"Antonio Inacio de Medeiros";504;"IPSEP";"Ficus benjamim";0,90;2,40;74,1
264;578460,4932800;9117318,5176500;"Antonio Inacio de Medeiros";552;"IPSEP";"Ficus benjamim";2,80;4,00;53,0
265;578464,1732960;9117324,2941400;"Antonio Inacio de Medeiros";555;"IPSEP";"Ficus benjamim";2,00;3,80;7,0
266;578467,3338810;9117328,1946300;"Antonio Inacio de Medeiros";560;"IPSEP";"Ficus benjamim";1,15;3,10;3,9
267;578471,8806270;9117334,5187000;"Antonio Inacio de Medeiros";564;"IPSEP";"Ficus benjamim";1,05;3,00;6,2
268;578473,1965600;9117336,3812300;"Antonio Inacio de Medeiros";564;"IPSEP";"Ficus benjamim";2,30;4,00;1,6
269;578475,2392750;9117339,6288900;"Antonio Inacio de Medeiros";574;"IPSEP";"Ficus benjamim";0,60;2,50;7,8
270;578478,3679900;9117343,9504000;"Antonio Inacio de Medeiros";575;"IPSEP";"Ficus benjamim";2,45;5,05;7,0
271;578487,6118770;9117354,5765500;"Antonio Inacio de Medeiros";456;"IPSEP";"Ficus benjamim";2,05;3,20;8,6
272;578489,8355760;9117357,5514700;"Antonio Inacio de Medeiros";456;"IPSEP";"Ficus benjamim";0,58;2,30;7,0
273;578491,9263530;9117360,7612700;"Antonio Inacio de Medeiros";456;"IPSEP";"Ficus benjamim";1,75;3,20;3,9
274;578503,9176070;9117379,2335000;"Antonio Inacio de Medeiros";650;"IPSEP";"Ficus benjamim";0,40;1,90;26,5
275;578505,6587990;9117382,1624600;"Antonio Inacio de Medeiros";650;"IPSEP";"Ficus benjamim";1,50;3,80;5,5
276;578511,7105450;9117392,4850800;"Antonio Inacio de Medeiros";613;"IPSEP";"Ficus benjamim";1,00;2,30;17,2
277;578513,9150260;9117395,7363200;"Antonio Inacio de Medeiros";613;"IPSEP";"Ficus benjamim";1,45;3,20;17,9
278;578468,4771600;9117347,3013400;"Antonio Inacio de Medeiros";585;"IPSEP";"Ficus benjamim";2,25;3,80;0,0
279;578466,5923830;9117344,8884500;"Antonio Inacio de Medeiros";585;"IPSEP";"Ficus benjamim";4,50;7,00;7,0
280;578465,2192230;9117342,4579400;"Antonio Inacio de Medeiros";581;"IPSEP";"Ficus benjamim";2,45;4,20;4,7
281;578462,5895390;9117338,7952700;"Antonio Inacio de Medeiros";575;"IPSEP";"Ficus benjamim";1,60;3,80;0,0
282;578455,4434140;9117328,1322200;"Antonio Inacio de Medeiros";565;"IPSEP";"Ficus benjamim";3,05;4,30;11,7
283;578453,7814560;9117325,9549700;"Antonio Inacio de Medeiros";555;"IPSEP";"Ficus benjamim";0,30;2,20;0,0
284;578450,1184100;9117321,2437800;"Antonio Inacio de Medeiros";549;"IPSEP";"Ficus benjamim";1,50;3,90;5,5
285;578385,2569530;9117231,4125200;"Antonio Inacio de Medeiros";445;"IPSEP";"Ficus benjamim";2,60;3,10;123,2
286;578382,6750670;9117227,9355600;"Antonio Inacio de Medeiros";443;"IPSEP";"Ficus benjamim";1,83;3,71;0,0
287;578339,3961190;9117161,6482500;"Antonio Inacio de Medeiros";383;"IPSEP";"Ficus benjamim";5,50;8,00;72,5
288;576457,1177880;9116989,1669800;"Antônio Timóteo de Lima";181;"Alto Bom Jesus";"Castanhola";3,53;3,93;63,0
289;576435,2443410;9117006,8686400;"Antônio Timóteo de Lima";207;"Alto Bom Jesus";"Nim indiano";2,44;3,97;28,0
290;576429,2530010;9117011,8403400;"Antônio Timóteo de Lima";215;"Alto Bom Jesus";"Ficus Indiano";2,88;5,36;8,4
291;576426,3661920;9117014,3986800;"Antônio Timóteo de Lima";219;"Alto Bom Jesus";"Ficus Indiano";1,69;3,97;7,7
292;576416,1603830;9117022,7989800;"Antônio Timóteo de Lima";235;"Alto Bom Jesus";"Ficus Indiano";1,46;3,11;10,5
293;576413,4408730;9117025,0250200;"Antônio Timóteo de Lima";0;"Alto Bom Jesus";"Castanhola";3,53;4,67;7,7
294;576381,3313190;9117043,9182300;"Antônio Timóteo de Lima";273;"Alto Bom Jesus";"Ficus Indiano";1,65;3,63;34,3
295;576378,1579790;9117045,8507400;"Antônio Timóteo de Lima";273;"Alto Bom Jesus";"Ficus Indiano";1,98;4,49;7,7
296;576362,0850640;9117058,1813000;"Antônio Timóteo de Lima";0;"Alto Bom Jesus";"Ficus Indiano";1,32;3,97;20,3
297;576345,1853190;9117070,8578500;"Antônio Timóteo de Lima";0;"Alto Bom Jesus";"Ficus Indiano";1,43;3,46;21,7
298;576316,5450860;9117092,7967200;"Antônio Timóteo de Lima";0;"Alto Bom Jesus";"Ficus Indiano";1,67;3,11;46,2
299;576310,1147030;9117097,5751300;"Antônio Timóteo de Lima";0;"Alto Bom Jesus";"Ficus Indiano";1,35;3,97;9,8
300;576305,0962770;9117100,8473200;"Antônio Timóteo de Lima";367;"Alto Bom Jesus";"Ficus Indiano";2,63;4,84;4,9
301;576263,6991070;9117132,5972300;"Antônio Timóteo de Lima";0;"Alto Bom Jesus";"Acácia";4,65;5,53;57,4
302;576243,0649150;9117147,4554000;"Antônio Timóteo de Lima";0;"Alto Bom Jesus";"Ficus Indiano";1,14;2,42;23,1
303;576230,7339150;9117156,4519400;"Antônio Timóteo de Lima";457;"Alto Bom Jesus";"Ficus Indiano";1,41;3,46;16,8
304;576204,6316380;9117176,0325800;"Antônio Timóteo de Lima";489;"Alto Bom Jesus";"Nim indiano";2,14;5,01;30,1
305;576206,8327030;9117173,9495500;"Antônio Timóteo de Lima";489;"Alto Bom Jesus";"Nim indiano";2,27;4,67;3,5
306;576141,7742340;9117210,1096200;"Antônio Timóteo de Lima";563;"Alto Bom Jesus";"Acácia";0,77;3,11;74,2
307;576117,1859150;9117217,7003800;"Antônio Timóteo de Lima";587;"Alto Bom Jesus";"Acácia";2,34;4,67;30,8
308;576099,5305750;9117221,9408300;"Antônio Timóteo de Lima";603;"Alto Bom Jesus";"Ficus Indiano";1,78;4,15;20,3
309;576096,3803830;9117222,4691900;"Antônio Timóteo de Lima";607;"Alto Bom Jesus";"Ficus Indiano";1,71;3,80;5,6
310;576056,5011070;9117225,6683800;"Antônio Timóteo de Lima";0;"Alto Bom Jesus";"Ficus Indiano";1,27;2,59;46,9
311;576044,1260430;9117257,0733200;"Antônio Timóteo de Lima";668;"Alto Bom Jesus";"Nim indiano";2,51;4,15;26,6
312;575948,3775000;9117322,8017200;"Antônio Timóteo de Lima";0;"Alto Bom Jesus";"Nim indiano";2,43;3,97;109,9
313;575941,6078730;9117327,3584900;"Antônio Timóteo de Lima";0;"Alto Bom Jesus";"Nim indiano";2,17;3,46;3,5
314;575935,6918510;9117332,1492300;"Antônio Timóteo de Lima";0;"Alto Bom Jesus";"Nim indiano";0,89;2,59;5,6
315;575979,5586810;9117295,4952800;"Antônio Timóteo de Lima";0;"Alto Bom Jesus";"Ficus Indiano";2,48;4,84;58,8
316;576061,1093410;9117231,5164300;"Antônio Timóteo de Lima";646;"Alto Bom Jesus";"Ficus Indiano";1,93;3,80;89,6
317;576065,5362780;9117231,0203600;"Antônio Timóteo de Lima";640;"Alto Bom Jesus";"Carolina";2,33;4,67;7,7
318;576077,9660230;9117230,3215500;"Antônio Timóteo de Lima";624;"Alto Bom Jesus";"Ficus Indiano";1,90;3,46;11,2
319;576082,4636610;9117229,7458300;"Antônio Timóteo de Lima";622;"Alto Bom Jesus";"Ficus Indiano";1,77;3,63;6,3
320;576087,7555750;9117229,4564500;"Antônio Timóteo de Lima";618;"Alto Bom Jesus";"Ficus Indiano";1,00;3,11;5,6
321;576103,3451490;9117227,6026200;"Antônio Timóteo de Lima";594;"Alto Bom Jesus";"Acácia";2,85;4,67;27,3
322;576107,8254680;9117227,3683400;"Antônio Timóteo de Lima";590;"Alto Bom Jesus";"Ficus Indiano";1,60;3,63;6,3
323;576117,2507660;9117224,4359600;"Antônio Timóteo de Lima";586;"Alto Bom Jesus";"Acácia";1,11;3,46;4,9
324;576122,1353410;9117223,0534700;"Antônio Timóteo de Lima";574;"Alto Bom Jesus";"Nim indiano";1,66;3,63;5,6
325;576131,0725960;9117219,9448700;"Antônio Timóteo de Lima";566;"Alto Bom Jesus";"Ficus Indiano";1,59;4,15;10,5
326;576135,7796810;9117218,4204000;"Antônio Timóteo de Lima";562;"Alto Bom Jesus";"Acácia";3,30;5,19;7,0
327;576139,9452980;9117217,2680900;"Antônio Timóteo de Lima";558;"Alto Bom Jesus";"Nim indiano";2,30;5,19;6,3
328;576143,5746380;9117215,9359800;"Antônio Timóteo de Lima";550;"Alto Bom Jesus";"Ficus Indiano";1,29;3,46;4,9
329;576175,9886180;9117204,8342600;"Antônio Timóteo de Lima";520;"Alto Bom Jesus";"Acácia";2,27;5,53;35,0
330;576196,6887880;9117192,2764000;"Antônio Timóteo de Lima";502;"Alto Bom Jesus";"Ficus Indiano";1,48;3,28;29,4
331;576198,2326380;9117191,0474900;"Antônio Timóteo de Lima";502;"Alto Bom Jesus";"Ficus Indiano";1,00;2,94;3,5
332;576204,5627450;9117186,5619800;"Antônio Timóteo de Lima";494;"Alto Bom Jesus";"Ficus Indiano";2,96;3,97;8,4
333;576208,3614680;9117183,7652400;"Antônio Timóteo de Lima";490;"Alto Bom Jesus";"Ficus Indiano";1,59;4,67;6,3
334;576212,7899160;9117180,5592100;"Antônio Timóteo de Lima";486;"Alto Bom Jesus";"Nim indiano";1,90;4,49;4,9
335;576216,5342770;9117177,6940400;"Antônio Timóteo de Lima";482;"Alto Bom Jesus";"Ficus Indiano";1,62;4,49;6,3
336;576220,4908310;9117174,9699400;"Antônio Timóteo de Lima";478;"Alto Bom Jesus";"Ficus Indiano";2,10;4,84;7,0
337;576224,0407660;9117172,1900400;"Antônio Timóteo de Lima";474;"Alto Bom Jesus";"Ficus Indiano";1,78;3,63;6,3
338;576227,7512130;9117169,6161500;"Antônio Timóteo de Lima";470;"Alto Bom Jesus";"Ficus Indiano";1,03;2,94;5,6
339;576231,6528940;9117166,5354700;"Antônio Timóteo de Lima";462;"Alto Bom Jesus";"Ficus Indiano";1,90;4,15;4,9
340;576253,9841910;9117150,3354900;"Antônio Timóteo de Lima";432;"Alto Bom Jesus";"Ficus Indiano";0,84;3,11;38,5
341;576261,6660640;9117144,8036600;"Antônio Timóteo de Lima";422;"Alto Bom Jesus";"Ficus Indiano";1,07;2,94;4,2
342;576286,8595750;9117124,9066800;"Antônio Timóteo de Lima";0;"Alto Bom Jesus";"Nim indiano";2,55;3,97;32,2
343;576291,3470640;9117121,5906200;"Antônio Timóteo de Lima";390;"Alto Bom Jesus";"Brasileirinho";3,18;5,19;4,9
344;576334,9660640;9117090,8876400;"Antônio Timóteo de Lima";340;"Alto Bom Jesus";"Ficus Indiano";3,28;3,63;56,7
345;576340,1555320;9117087,4456400;"Antônio Timóteo de Lima";336;"Alto Bom Jesus";"Ficus Indiano";2,22;4,67;4,9
346;576350,9302560;9117080,1966200;"Antônio Timóteo de Lima";316;"Alto Bom Jesus";"Ficus Indiano";1,73;4,49;11,2
347;576356,2031920;9117076,1130400;"Antônio Timóteo de Lima";310;"Alto Bom Jesus";"Ficus Indiano";1,53;3,63;7,0
348;576360,5460860;9117072,8666000;"Antônio Timóteo de Lima";0;"Alto Bom Jesus";"Ficus Indiano";2,01;3,11;7,0
349;576364,8363620;9117070,1133800;"Antônio Timóteo de Lima";0;"Alto Bom Jesus";"Ficus Indiano";2,13;3,80;4,9
350;576373,4081280;9117063,3984300;"Antônio Timóteo de Lima";290;"Alto Bom Jesus";"Ficus Indiano";2,24;4,49;11,2
351;576383,2785960;9117056,3451700;"Antônio Timóteo de Lima";274;"Alto Bom Jesus";"Nim indiano";0,43;2,76;16,1
352;576388,2138300;9117052,9092300;"Antônio Timóteo de Lima";266;"Alto Bom Jesus";"Nim indiano";1,86;4,49;3,5
353;576389,7691490;9117051,9917700;"Antônio Timóteo de Lima";266;"Alto Bom Jesus";"Nim indiano";1,63;4,49;3,5
354;576391,2267450;9117050,8222800;"Antônio Timóteo de Lima";266;"Alto Bom Jesus";"Nim indiano";1,71;4,49;3,5
355;576392,6375530;9117049,8381300;"Antônio Timóteo de Lima";266;"Alto Bom Jesus";"Nim indiano";1,90;4,49;3,5
356;576394,3804690;9117048,9386400;"Antônio Timóteo de Lima";266;"Alto Bom Jesus";"Nim indiano";1,95;3,63;4,2
357;576396,7106160;9117047,0574700;"Antônio Timóteo de Lima";311;"Alto Bom Jesus";"Nim indiano";2,07;3,63;4,2
358;576399,4812550;9117045,2014900;"Antônio Timóteo de Lima";311;"Alto Bom Jesus";"Nim indiano";1,74;3,63;3,5
359;576401,5655740;9117043,8637700;"Antônio Timóteo de Lima";311;"Alto Bom Jesus";"Nim indiano";1,49;5,19;3,5
360;576420,1756180;9117030,7704900;"Antônio Timóteo de Lima";236;"Alto Bom Jesus";"Ficus Indiano";1,29;3,11;19,6
361;576426,4817030;9117026,0196200;"Antônio Timóteo de Lima";228;"Alto Bom Jesus";"Acácia";1,41;4,15;9,1
362;576429,6884900;9117023,9075100;"Antônio Timóteo de Lima";224;"Alto Bom Jesus";"Ficus Indiano";1,99;5,19;5,6
363;576432,8253630;9117021,1701500;"Antônio Timóteo de Lima";220;"Alto Bom Jesus";"Ficus Indiano";2,41;5,36;4,9
364;576435,8770860;9117018,4635700;"Antônio Timóteo de Lima";216;"Alto Bom Jesus";"Brasileirinho";0,99;2,59;5,6
365;576445,0042980;9117011,7155500;"Antônio Timóteo de Lima";204;"Alto Bom Jesus";"Ficus Indiano";0,55;2,07;12,6
366;576446,9390220;9117010,5086400;"Antônio Timóteo de Lima";0;"Alto Bom Jesus";"Ficus Indiano";1,81;3,46;3,5
367;576454,7672980;9117004,1253000;"Antônio Timóteo de Lima";190;"Alto Bom Jesus";"Nim indiano";3,35;5,36;8,4
368;576461,6545970;9116998,7943800;"Antônio Timóteo de Lima";182;"Alto Bom Jesus";"Ficus Indiano";1,64;3,97;9,8
369;576464,6127880;9116996,6377200;"Antônio Timóteo de Lima";180;"Alto Bom Jesus";"Ficus Indiano";1,93;3,97;4,9
370;576466,5171490;9116995,0748500;"Antônio Timóteo de Lima";180;"Alto Bom Jesus";"Ficus Indiano";2,10;5,53;4,9
371;576473,7892770;9116989,5414500;"Antônio Timóteo de Lima";166;"Alto Bom Jesus";"Nim indiano";2,32;5,19;16,8
372;576560,0267870;9117019,0104700;"Maria Alves de Souza";0;"Alto Bom Jesus";"Castanhola";4,45;5,88;10,5
373;576554,0839370;9117022,2473400;"Maria Alves de Souza";117;"Alto Bom Jesus";"Acácia";2,60;4,49;9,1
374;576548,9392130;9117024,8438300;"Maria Alves de Souza";113;"Alto Bom Jesus";"Ficus Indiano";1,81;4,15;4,9
375;576531,6926390;9117033,5891700;"Maria Alves de Souza";93;"Alto Bom Jesus";"Ficus Indiano";1,73;3,46;21,0
376;576529,1413620;9117034,6882600;"Maria Alves de Souza";89;"Alto Bom Jesus";"Acácia";2,95;5,19;5,6
377;576520,3334690;9117039,1731100;"Maria Alves de Souza";0;"Alto Bom Jesus";"Nim indiano";2,76;5,19;11,9
378;576515,7010220;9117041,4434700;"Maria Alves de Souza";67;"Alto Bom Jesus";"Ficus Indiano";2,31;3,63;7,7
379;576502,2412980;9117048,4846800;"Maria Alves de Souza";53;"Alto Bom Jesus";"Ficus Indiano";0,99;2,94;14,0
380;576492,7620010;9117053,3124500;"Maria Alves de Souza";45;"Alto Bom Jesus";"Ficus Indiano";2,28;5,19;13,3
381;576488,5281710;9117055,4882800;"Maria Alves de Souza";41;"Alto Bom Jesus";"Ficus Indiano";2,99;5,53;4,9
382;576480,8437880;9117059,1110900;"Maria Alves de Souza";33;"Alto Bom Jesus";"Ficus Indiano";1,05;3,46;6,3
383;576476,9014900;9117060,9966800;"Maria Alves de Souza";27;"Alto Bom Jesus";"Castanhola";2,57;4,49;5,6
384;576469,9596810;9117064,6987000;"Maria Alves de Souza";19;"Alto Bom Jesus";"Ficus Indiano";1,48;2,59;10,5
385;576466,0827030;9117066,6436400;"Maria Alves de Souza";15;"Alto Bom Jesus";"Ficus Indiano";1,98;3,46;4,2
